Docket_Id,Comment_Id,Comment,Aspect,Annotator 1,Annotator 2,Annotator 3
FDA-2019-N-2854,FDA-2019-N-2854-0747,"I'm only a consumer as I vape so I can stay off cancer/disease causing cigs, and these are my thoughts. I believe the needs to be clear and fair guidelines for companies who want to register for the PMTA. There's no clear guidelines and that creates an unfair advantage for companies like IQOS, who have millions to drop to some how expedite the process, which will create a market where big corporations will only be left. All that does is hurt the consumer as they won't have any other options and will probably have to spend unreasonable prices to have a much less harmful option. Also the amount companies will have to spend on each product submitted to the PMTA only kills the foundation of the USA, which is small business! As consumers we want lots of options and deserve to have a choice rather than it being stripped from us by unclear and misguided tests that don't really seem to care about the health of citizens.",health of citizens,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0748,"PMTAs are way to expensive for any normal Vape company. There needs to be a reasonable amount of dollars to submit a PMTA not half a million dollars for one flavor that is one nicotine level. People are gonna lose jobs, shops will close and people will return to cigarettes and die.",expensive,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0749,"We now what chemicals that are not safe with e-cigarettes. Ww need to have testing like the UK has. We should only test for chemicals we know to be harmful. Under constitutional law 10, government has no right to ban anything. By requiring so many testing that costs so much, you are closing the vape businesses",testing,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0752,"The PMTA requirements were designed for tobacco magnates. That is not the vapor industry. The current PMTA guidelines will bankrupt my company and put 15 people out of jobs, and take money away from those that depend on those 15 employees. Should this happen and every mom and pop vapor company in the country goes bankrupt there will be an explosion of black market products of unknown sources.",testing,Neutral,Neutral,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0753,I am writing you requesting that you allow manufacturers more time and lower the fees to apply for the PMTA. There are many small manufacturers who can not survive if you are asking them to pay upwards of a million dollars per flavor. The only ones what that will be left will be that multibillion dollar companies and you will be forcing mom and pop Manufacturers out. You will be taking away adult choices to have flavors because the companies will not be able to meet the strict guidelines. please reconsider this process,small manufacturers,Neutral,Neutral,Neutral
FDA-2019-N-2854,FDA-2019-N-2854-0754,The cost is prohibitive and needs to be re addressed. Most companies who manufacture ejuice are small businesses and the PMTA process cost will drive them from the market. There needs to be a faster and more streamlined process afforded to these US companies. Saving jobs and livelihoods as well as keeping a proven harm reduction product on the market should be job one. Thank you.,cost,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0755,"The cost of the PMTA will force the majority of companies out. I feel if it continues the path its going, it will force thousands to unemployment, and cause a dangerous uprise in black market activity. The industry is expkoring all avenues to stop underage use. The problem is no enforxemenr when underage kida are caught. They are breaking the law. The industry needs a fair chance just lime all other businesses.",unemployment,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0756,"Hello Fda,I'm a supporter of vaping and am a consumer advocate. Also work at a vape shop and have been vaping since 2011 on and off but got off the cigarettes in 2016. Smoking for 26yrs and I am 44yrs old. If it wasnt for flavored ejuices it probably would have never worked. I only use 3mg of nicotine and the whole hand to mouth, flavors and nicotine (not 6000 carcinogens like combustible cigarettes) is what helped me quit. Banning flavors will decimate 12,000,000+ adult vapers lives!! We do care about the kids and their are solutions not prohibition that would work If put I to place. Such as raise the age to 21, get rid of pod systems like juul and others, get rid of saltnic( no need for that high of nicotine level unless used in a proper device with smaller vapor to compensate for the high nicotine. Get any vape products out of convenience stores, Walgreens, Cvs, ect. These people will sell to minors and do not have a clue what their selling. Specialized vape shops should be one of two places to get such products.We card and deny access into store if your not of legal age no exceptions. The other is online sales, keep them for those on rural areas with no access to a vape shop and implement an age verification system that correlates with a picture of there face and state identification. Just so there parents or friend doing a straw purchase. Hold his accountable if a device is found on them, not only in school but anywhere. Parents need to be held accountable!! Fines, suspension, expulsion, and parents ultimately being fined as well. But about the pmta deadline by May 2020 is way to early for the deadline to apply. Also the cost to apply one flavor as I understand it is an obnoxious amount of money!! Trump want businesses and there are over 150,000 businesses not including over 100,000 jobs that people depend on. A suggestion is to classify it like we do with our taxes, different tiers due to what the shop or distro makes in a yr on average. The only one who could possibly afford this is big tobacco!! I feel that the pmta was setup like that to rid itself of these small businesses that make ejuice and cant afford to apply for one flavor and If they could theres not a guarantee that it even gets approved. Just know we vape we vote. And flavors have saves lives. I tried a tobacco flavor and it about made me vomit!! So please think about all the comments you'll get and make an educated decision not a fake news decision. Listen to our presidents of the big vaping organizations, they have a lost of solutions that will work. If you ban flavors it will then go blackmarket and you think drugs are bad wait and see what you get from Joe blow that doesnt know what hes doing not cares , the only thing they care about is money. As a vape shop associate I strive to help people that want to have a safer and healthier life w/o cigarettes. Sincerely Thomas T.",supporter of vaping,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0758,This PMTA platform would potentially eliminate small businesses and life saving flavors. I smoked for 25 years and was able to quit with a strawberry candy flavor. Many small liquid companies cannot afford to pay for the PMTAs or a lawyer to make sure they are doing it correctly. Thousands of jobs would be lost as well as lives lost because they can't get to the flavors that they love and help keep them from cigarettes.,eliminate small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0761,"I've been vaping for six years, and I work as a legal consultant in other industries. The current PMTA guidance that I've seen up until now WILL put most small to medium size companies out of business. When I say small companies, I'm talking about all of the vapor product manufacturers outside of big tobacco like JUUL or the few pharmaceutical devices like the hale. While I'd like to see sensible regulations and all products made in FDA compliant laboratories, I don't think each SKU should cost millions to receive PMTA approval. I would like to see some compromise made for OPEN VAPOR. The disposable and cartridge based systems containing salt based nicotine have created a lot of image problems for this industry. I would really like to see the open vapor market survive, so the people that have actually put effort into helping people transition away from the old combustible method of nicotine intake along with all the added chemicals can be replaced with something that is in principle and according to much science, less harmful. Open vapor is less harmful, and I think the industry has done decent self regulating for the last 10 years considering there haven't been any mass outbreaks of tainted nicotine products. It wasn't the vapor industry that created illicit THC cartridges using Vitamin E Acetate that made so many people sick. Now that's been confirmed by the CDC and either backed up or at least reported on by the FDA. I'm a citizen and a voter, and I'd like to see the vapor industry and the FDA work together on this to write sensible regulation, that at least allows a realistic pathway to market for businesses that don't have big tobacco or big pharma money. The FDA is supposed to be taking care of the public's health, not propping up large tobacco companies while eliminating the competition through regulation.",small companies,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0762,"I am a consumer of flavored Eliquids and I can attest that flavored products were the only method I was able to quit combustible tobacco. I am a 38 yr old mother of 3 who tried chantix , the patch, flavored nicotine gum, none of those methods worked . It was not until I tried a END with blue razz cotton candy that I was able to quit for good. It's been 7 yrs since I picked up a cancer stick. If these products are taken off the market I will be forced to turn to a black market to obtain the flavor I need to stay off combustible tobacco. Unfortunately with the high cost of this application, Liquid manufactures and shops can not afford to go through this process. The only product that will be able to afford it will be JUUL which is owned by BIG TOBACCO. Mom & pop shops will not be able to with stand this process. As a consumer this affects me greatly. I switched over to vapor products to improve my health and to be around for my children . It is proven that vaping flavored nicotine is 95% less harmful than smoking cigarettes by the Royal college of physicians, the same group of doctors that told the US in the 1950s that smoking causes cancer but it wasn't until 1964 that the US finally listened. So why isn't the US listening now ? Since then, there has also been other studies conducted here in the US how transitioning to vaping greatly improves your health. There needs to be a clearer pathway for flavored Eliquids to pass. In 2016, vape shops were required by the FDA to send in a compiled list of every ingredient in every bottle of Eliquid sold, so the FDA knows exactly what is in Eliquid.",high cost,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0763,"We are a Georgia based start-up cigar manufacturer. Our family has invested a great deal of money in this new venture. This new ruling will essentially kill our new business and cost us a loss of money that we have earned and invested. We will not be able to comply with FDA ruling and premarket tobacco requirements. This ruling is not for the people. This is an anti-manufacturing jobs in America ruling. This needs to be forever removed from the Federal Register. If President Trump hears of this ruling, I'm sure he will act against this non-sense.Remove this ruling. It is anti-business, anti-freedom, and tyrannical.",start-up,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0764,Really you are gonna get rid of flavors?? And just keep tobacco flavor....I might as well go back to Marlboro's then.....Also e-cigarettes are not tobacco!!!! Bring back mango to Juul!!!!!! I'm not gonna use tobacco flavor.,flavours,Negative,Neutral,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0767,"While I understand your concern with the mis-information that has been released to the mass media. The vaping products that are sold in licensed stores are safe. They have been safe for over 10 years. If you would like further testing, please allow enough time for the small businesses in the country that employs thousands of our citizens the fair and affordable pathway for fda approval. The way it is set up now, only the big tobacco owned companies can afford this testing. Please don't kill these jobs and the American citizens the right to flavored vaping products. Millions of people vape flavored products and tobacco or menthol are not the flavors we choose. I quit a 32 year smoking addiction using strawberry custard flavored vape liquid that was produced in my state and sold buy a shop in my state. These regulations will put both of these businesses out of business and leave me no option.",small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0768,I dont believe you should have any say on this matter. It needs to be a fair process and at a reasonable cost. The current fees are way over priced and not feasible to most businesses. You will eliminate vape shops and company's and force a black market. We see how well the black market works.,over priced,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0769,"I am now 67 years young and I started smoking in 1971, after boot camp when I was in the USCG Electronics Tech school and the Navy Dr's told me I needed strong Drugs for my nervousness disorder. I did not want to get addicted to DRUGS so I decided to start smoking instead at 4+ packs a day for the first year and a half, and 2+ packs a day until about April 2017.Over 10 times the VA gave me Gums, and Patches to quit smoking and it was a waist of money, they NEVER WORKED!Around 2012 I found E-cig.com and ordered my 1st E-Cig it helped a little but I was forced to go to the smoking area to have a few puffs. That place stunk and after a few weeks I decided if I could only vape in a designated smoking area I may as well go my to my Vanilla filtered little cigars.Jan 24th 2017 I was hospitalized and when I got out after 3 weeks of not smoking I decided to try vaping again and got out my old Ego-C Twist and filled an old unused cartomizers with E-liquid that I keep in the refrigerator door and resumed vaping. With a few lapses in the first two months I finally stopped burnable tobacco until this day.Thank you for your time from Phoenix Arizona.",disorder,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0770,"The PMTA application process and expense is unaffordable for 90% of the small vaping businesses it is targeting and will effectively disable or shut down an entire industry, also effectively ending the access to harm reduction products that millions of adults depend on as an alternative method of nicotine consumption to stay off of deadly, cancer causing tobacco products. People have been using these products for 10+ years now without issue, consumers don't deserve to be denied access due to excessive regulation of already existing products and the PMTA standards need to be simplified, at least for products that have already been in use because businesses with lower capital can't afford these intentionally very expensive requirements. Thank you!",small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0771,"Please don't hand the vaping industry over to big tobacco. The PMTA requirements are far beyond what a small business can afford. We should be embracing harm reduction technology, not regulating it into oblivion.",small business,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0774,"I simply ask that you keep PMTA registration claims affordable, that you afford due-process to the companies who will register their products through the PMTA process, and I ask that you work with these companies with respect to the eighth amendment of the United States Constitution and that you wouldn't subject these companies to unreasonable fines in this process. Thank you.",unreasonable,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0775,Make the PMTAs more affordable for small businesses and lower the nicotine percentage. Please dont force people to go back to smoking!!!!!!!,small business,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0776,"I smoked for over 31 years starting when I was only 11 years old because I was young, and thought I knew what was best for myself over everything my parents told me, and nothing they could have done would have stopped me because much like all children if there was a way then I was going to get my cigarettes back then. Since then I tried everything to quit smoking from prescription pills, the patches, Nicotine gums, and other methods. Many of these FDA approved methods had very bad side effects from nightmares on a nightly bases to even depression with thought of suicide. The only method that was successful in getting me to quit smoking combustible cigarettes was using a Vaping device to vaporize my flavored e-liquid. I starting with fruit and bakery flavors from strawberries to apple pies and I believe the only reason this worked was because it wasn't a tobacco or menthol flavor. Now that was little over 5 years ago and during that time I feel 100 percent healthier. I no longer have the cough that smokers go through from morning until night, after about 2 weeks my taste and sense of smell returned. I also no longer become out of breath from just climbing a single flight of stairs.",flavours,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0777,I am asking for a fair and affordable pathway for fda approval on all eliquid!,affordable,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0778,The cost for approval is overwhelming for 90% of the market that are small businesses. The fda set a date with judge Green for may 2020 but at that time did not have a full pmta guidline. Now these small businesses are expected to have all testing done in a few months when the testing can take over a year for waiting for eligible labs to be ready to take on the testing necessary for the pmta along with some test taking a year. Furthermore the fda probably isn't even ready for all the pmtas that will be submitted. Bottom line is the fda cdc and all know that smoking is much more harmful atleast 95% more harmful than vaping yet the fda is going to force small businesses out and only let companies like altria to have full control of the vaping industry forcing millions of vapers to go back to smoking or black market with no safety standards or procedures. With everything said I believe that the Food and Drug Association should not have control over tabacco products but the Alchohol Tabacco and Firearms Association should hold regulations over vaping and other tabacco products.,small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0779,"I, and many other people who vape, are requesting a fair and affordable pathway for FDA approval on all eliquid! Flavored E-liquids and vape devices are my personal smoking cessation tools. Lack of access to these could be devastating to myself and others.Taxes and regulations have already destroyed many local vape shops and in some states, completely restricted access to these products. The rights of many are being stripped away. This cannot continue. I don't want to have to worry everyday about whether I can keep vaping or not.I have vaped for over 4 years, I'm healthy and happy to not be smoking anymore. Please consider these things while making decisions regarding vape products and regulations.Thank you!",affordable,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0780,"I feel like this is the incorrect avenue to go. The fees are too high for the small businesses to be able to submit. The companies like Juul and Vuse ect... will wait it out and put many mom and pop shops and operations out of business. They would be forced to needlessly closed and big tobacco wins again.10,000+ shops and over 100,000 jobs will be lost having an impact on small community businesses. Please put forth some reasonable regulations and help save this grass roots life saving industry",small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0781,"Please make the PMTA Requirements affordable and stick to the initially proposed due date. It is quite unacceptable that this application will wipe out an entire industry that exists to benefit public health and employs hundreds of thousands of Americans. We are talking about e-liquid that has 4 ingredients versus combustible cigarettes containing 7,000 toxic chemicals. It is safe to assume that less than 5% of manufacturers in the industry are financially situated to submit PMTA's. The few companies, if any, who are successful will not be enough to hold a multi-billion industry together. The PMTA's are crippling to small business and public health. There are far worse alternatives on the market. Please simplify the process, push back the deadline to the original dates, and ensure that the application is affordable. Let's regulate a life-saving industry in a way that allows a product that has saved millions and can provide billions in tax revenue to run its course. Cigarettes are the number 1 leading cause of death in the world. Let's make it a little easier for VAPOR w/4 ingredients to exist as an alternative to the death sentence cigarettes are to American lives and the economy.",small business,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0782,Hello my name is Landon Riddle I'm 37 years old I smoked cigarettes for 18 yrs of my life I stopped by using flavor e juice. Been vapeing for 7 years now I feel so much better now then I did in my late teens when I was kid we didn't have vapeing we smoked cigarettes so taken away vape isn't going to fix the problem we have with kids using nicotine it only going to make them use cigarettes so if your going to ban vapeing ban cigarettes also,teens,Negative,Negative,Neutral
FDA-2019-N-2854,FDA-2019-N-2854-0783,"The vaping industry is a vital industry in the United States. I fought with tobacco addiction for 20 years and found vaping to be the best source to quit smoking over 5 years ago and have not looked back. I use an open tank system and use a fruit flavored nicotine level of 3mg eliquid that I can refill when empty. The flavored eliquid I have always used has 4 ingredients and is on file with your agency. It contains propylene glycol, vegetable glycerin, nicotine, and flavoring(blue raspberry). Cigarette smoke contains over 4,000 chemicals including 43 known cancer causing carcinogens. I used to get sick on a regular basis, but illness has been virtually non existent since I switched to vaping.Most eliquid sold in BM stores across the US has a nicotine level of less than 20mg. That is less than the nicotine patch, yet vaping is classified as a tobacco product and the patch is not. I heard it will cost manufactures upwards of $500k per sku for you to even consider authorizing the use of their products. That is an absurd amount of money when the product has already been tested to be safer than smoking across the country and the world. The eliquid I use comes in 3 nicotine levels (0mg, 3mg, 6mg), and just that one flavor alone would cost $1.5M for the FDA to even look at it. 0mg doesn't even contain nicotine. The open tank system I use has 6 parts to it (mod, batteries, tank, drip tip, coil, & glass). None of those contain nicotine until I add an eliquid that contains nicotine. Is that another $3M for you to look at it? These outrageous fees will kill this industry and provide an unregulated black market which we are already seeing. I want quality in my nicotine eliquid, unlike what we are seeing with the lethal oils put into THC carts.Vaping has been a life saver for me as well as millions of others in the US. I don't stink, I can taste food again, I am active, I can breathe, and I have lowered my nicotine usage down from 18mg to 3mg in less than a year. This is an industry that has helped millions like me break the addiction of tobacco and it needs to stay around with sensible regulation. I don't want kids vaping let alone smoking or drinking. Adults that provide anything to a minor that has an age restriction need to be held accountable for breaking the law.Thank you for your consideration and please help lead America and the world to a better future.",flavoured E Liquid,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0784,"They are saying that the court order, deadline for compromising with the PMTA process is May 11, 2020, for all new tobacco products. Over 90 percent of tobacco manufacturers and tobacco retailers are small businesses. Now that we know that why is it that we are still thinking of making electronic cigarettes and a lot of teenagers got these devices and have nearly died as a result of using this. This shouldn't be opened any more because we see throughout the world how many cases of individuals dying or close to it.",small businesses,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0785,"The PMTA process should not be levied against the vaping industry. Everything from the products themselves to the businesses involved and their structures is substantially different from traditional cigarettes. Cigarette companies entered into the PMTA with decades of profit, a hundred years of sales and history, and you're expecting mom and pop, small businesses to meet the same burden. You wouldn't expect a bicycle to meet the same safety standards as a sports car. The PMTA will destroy 99% of the businesses in this space and hand a fledgling industry over to big tobacco, the only ones with the money to pay to play. Vaping is helping convert smokers to a safer, better alternative every day, taking that option from Americans while continuing to offer traditional cigarettes would be an affront to public health and public service. Flavors play a vital role in providing a preferable experience for smokers from the smell and taste of cigarettes. Studies have shown that vaping is markedly more successful at keeping smokers away from cigarettes than any OTC or prescription option, attacking that success only speaks to corruption and greed.",money,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0786,"I have Vaped for 5 years and never once have I ever had a problem and in all honesty I feel better than I ever have before. I do not know nor understand where your guys is erroneous information comes from when it comes to vaping but what you were trying to do to this industry and two people like me is so detrimental. Majestic and reputable as the FDA currently feels they are I would assume that the proper information would be coming out of your guys's organization. If you really feel that there is such an issue with underage vaping a couple of awesome tips to help with that would be:1. Require all cities to have a legitimate vape shop that sells Vapor Products and stop allowing mixed retail locations to sell these products. 2. Require all legitimate vape shops to scan IDs and then provide scan reports3. Raise the age for all tobacco products not just vaping to 214. Restrict advertising on social media, and TVSome adverse effects of what you guys are doing include the fact that people are moving back toward making their Ejuice at home where you cannot check or test. You guys are forcing people into becoming criminals and sadly the propaganda raised by the CDC and the FDA has done nothing more than raise the Curiosities of young people.",underage,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0788,"Now is the time to re-think the PMTA process with regards to its cost & documentation required to be compliant. Lets make it less expensive and easier to comply. I prefer to see small business grow rather than be forced to shut down or God forbid, enter a world of Black Market industry.",expensive,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0789,"This process is meant to benefit large corporations that have the monetary capability as well as the capability to utilize lab space to dominate this entire market and create a crystal clear market only available to the same companies that got us hooked on cigarettes. This process is flawed and unfair to the average small business owner. Day after day we see money control all aspects of success in this country and the PMTA further pushes that narrative. You need to provide small businesses the ability to be compliant that won't make sure they go out of business. We have families and staff that depend on this to give away to Juul, RJ Reynolds and the like.",small business,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0791,"I was a smoker for 5 years before I switched to vaping. I had been smoking 3 almost 4 packs of cigarettes a day since I was 16 years old. Both of my parents were also heavy smokers. However, the day that I discovered vaping changed my life. I was able to quit smoking in a single day because of how much I enjoyed the flavors. I was able to quit using a vanilla custard flavor. I have not touched a single cigarette since. My parents saw how well it worked for me and they were both able to quit smoking; my mom using a chocolate mint flavor and my dad using a strawberry cookie flavor. They too have not and have no desire to smoke ever again. I had tried many avenues to quit but nothing was ever successful. I truly feel that I would still be smoking if not for vaping. Getting rid of flavors would be detrimental, both to businesses and consumers. The flavored vape products are the reason most adults were able to quit smoking. Banning flavors would most likely push more people back into smoking and discourage others from quitting in the first place. Small locally owned vape shops also heavily rely on the sales of liquids to stay in business. Without the flavored liquids, many will be forced to close their doors. Many will lose their livelihood and what they are passionate about. Please reconsider the flavor ban. It will do nothing but cause harm.",flavour,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0792,"E-cigarette products have been the only effective option to help me quit smoking combustible cigarettes. I urge a comprehensive reevalution of this PMTA. The PMTA cost is going to hurt millions of adult ex-smokers and countless more that have yet to make the switch to vaping a safer alternative. FDA regulations are meant to keep the American citizens safe but due to the cost of being able to push products through, in its current state, hurts the American people significantly more than it helps.",alternative,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0793,"To whom it may concern, I am a 30+ year smoker who was able to quit tobacco cigarettes three days after trying vaping. Since that time, I have worked with my local vape shop to find the right products and e-liquid supplies to stay off tobacco cigarettes and ease off my addiction to nicotine. I have currently already stepped down from the well known juul device to a customizable ejuice device. I easily cut my nicotine consumption in half. I plan to step down again in January. Based on research and practicao learning from fellow ex-smokers, I anticipate breaking my addiction by beginning of 2021. I am very committed to this date and worry that excessive regulation and restrictions of the PMTA may present an obstacle to my personal goals. I prefer to deal with my small independent vape business who have knowledge and passion about the latest products, options and ejuice. As a longtime smoker who has tried and failed with pharmaceuticals like chantrix and quit smoking aids like the nicotine patch, i believe that this sector needs to be competitive in the marketplace to achieve the goal of a cigarette free society. Please keep in mind, small business provides that type of innovation. Thank you for your attention and time. I hope to continue my journey to being smokefree with success and break free from the iron grip of tobacco.",small business,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0794,I believe that PMTA is a step in the right direction for regulating vaping products on the market and keeping them out of the hands of children.,regulating,Positive,Positive,Positive
FDA-2019-N-2854,FDA-2019-N-2854-0795,"The PMTA process for nicotine e-liquid used in open style ENDS products presents itself as an repetitive requirement that all manufacturers submit the same request/documents for approval, considering there is an entire e-liquid manufacturing industry that uses the same ingredients, I propose the FDA work towards a more streamlined and economical process for the nicotine e-liquid industry to collectively submit standards for nicotine e-liquid.With the current PMTA requirements small business has little chance of completing a PMTA for even a single flavor. Estimates for doing only the required laboratory tests place the cost at 4 million dollars per sku. Also, the way products are defined by the FDA everyone who registered found that a single recipe that is sold in 5 nicotine strengths including zero, and in 5 different bottle sizes becomes 25 different products. A small line of E-Liquid generally has roughly 25 recipes. This makes their cost 100,000,000 dollars to get only the chemical testing done. Many of these products have been on the market for over 10 years. This is not attainable by 99 percent of an industry that is made up of small business. Products that have been on the market and have successfully registered and listed ingredients have a long-standing history of compliance with the FDA and created a trusted relationship with consumers. It's easy to see that unless the process is changed most companies will not reach the end of the PMTA process. We can utilize both technology and master files to better streamline the process for small business. For public health we must avoid an unregulated black market vapers will not go back to combustibles they will just make their own e-liquid. WE must achieve traceability in the vapor industry so any issues can be tracked with both speed and accuracy. This will also help streamline the PMTA process and remove much of the tedious and repetitive manual requirements. This will benefit the industry, the public and the FDA. Data standardization is key to implementing any technology solution. During meetings with the FDA to simplify ingredients registration for small businesses concern over lack of data standardization was expressed many times. Despite objections the data that was collected was never put in a standardized format that would be usable in any type of database. Therefore, to my knowledge, the FDA is not able to search those registrations with any automated process. This kind of automation has been utilized in the private sector for at least 10 years. Rapid data comparison is vital in any situation where public health is a factor and simply will not happen if you are relying on people no matter how skilled to do that job. Most of the same ingredients that are used in E-Liquid have been used for years with no public health events. As an industry we could utilize master files however with the number of flavor combinations the tests would need to be done on base ingredients alone and not recipes, even a large industry group would be unable to establish that kind of master file. However, base ingredient testing is simply not how the PMTA process is written. Due to the significant costs simply to apply, only the big tobacco companies would have the capital to complete the entire PMTA process. There are over 14,000 small businesses and over 150,000 jobs that will be lost if the PMTA requirements are not adjusted to provide a level playing field. This will have a huge economic impact in a devastating way, and will also create a prohibition of flavored vaping products which have helped more than 13 million Americans give up combustible cigarettes. Adults need a range of flavors to continue the dissociation of smoking and continue vaping. Only roughly 5% of adults use tobacco flavored e-liquid. These PMTA requirements will single handedly wipe out over 14,000 small businesses, while providing absolutely no benefit to the public health. These open system vapor products have shown themselves to be the most valuable smoking cessation tool to date. Given their success at lowering the adult smoking rate, it would be irresponsible and unethical to remove them from the market. The same institution (The Royal College of Physicians) that told the Surgeon General that cigarettes were deadly many years ago is now telling us that vaping is 95% less harmful than combustible cigarettes. Why are we not listening again?The PMTA shouldn't be a hurdle that closes thousands of businesses across the country and hands vaping over to big tobacco due to these astronomical fees. 480,000 smokers are dying every year in America and the PMTA costs and hurdles will prevent vaping from prospering and having the potential to save those lives from combustible tobacco.",economical,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0796,Flavors are important for the small businesses in the adult used open systems I do not agree really close systems such as Jewel with a high nicotine levels I also believe that he purchase age should be 21 to purchase all vaping products I've been vaping for every year using watermelon strawberry E-liquid I also smoked prayer to vaping for 30 years flavors help the disassociation with the tobacco cigarettes food taste better and my overall health and breathing have improved dramatically,flavors,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0797,I am an ex-smoker of 22yrs who quit using combustible tobacco by vaping strawberry flavored eliquid at 18mg Nicotine. After successful getting off cigarettes myself in 2013 I went on a mission to help others. In 2015 I invested in a start up nicotine eliquid business and since then I've personally converted thousands of smokers to a less harmful alternative. Please refrain from the PMTA process that will surely kill my business as well as thousands of others who are making an impact of smoking rates in the USA.,eliquid,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0798,Flavored vapor products helped me end an 18 year combustible tobacco addiction. Making these products less accessible will be a major detriment to public heath.,accessible,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0799,Tobacco should be banned for public places nikamart.ir,public places,Positive,Positive,Positive
FDA-2019-N-2854,FDA-2019-N-2854-0800,"As the PMTA stands now, I will have to close my store and let my employee's go. I will become homeless at 56 years old. I started my store to HELP people find a better alternative to smoking cigarettes. I smoked for 33 years and got up to THREE packs a day. Vaping saved me, I wanted to pass that on. Business has been open for over six years and we have helped thousands make the switch! Little Mom and Pops shops like myself are not big business, we don't have that kind of money. Most everything we bring in goes to bills, payroll, taxes and re-stocking. We have perfected our craft and it's a shame that we will have to stop doing what we have been doing with NO PROBLEMS for over six years. You have stagnated us to August 8, 2016, there has been no new flavors in three years, which is very sad. I quit with white grape, I have been vaping for eight years and only have 1mg of nicotine in my liquid. Please allow us to keep helping people and help those who we have not yet reached. Mom and Pop brick and mortar is where it's at...don't put us out of business!!!",liquid,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0801,"There is absolutely no reason to be addressing flavors in vapor products We have a blueprint of what effective regulation looks like in the UK Any attack on flavors is a transparent attempt to monopolize the market for Mega Corporations The current PMTA process is literally harnessing a regulatory action that was meant to prevent Big Tobacco from releasing new products to kill people , to stop SMALL BUSINESSES BUILT BY EX SMOKERS FROM ENDING THE DEATH THAT BIG TOBACCO IS CAUSING The solution to teen vaping doesn't lie in ending an adult industry . It lies in holding the teens and those who sell to them accountable. Simple as that . There is nothing else necessary or right. Adults who were taxed by the government while getting addicted to cigarettes, that the government KNEW would kill them, deserve the right to use ANY FLAVOR they choose to quit the deadliest addiction in human history",regulatory action,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0802,Flavors save lives and the PTMA will cost too much for anyone to pay.,Flavors,Negative,Neutral,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0803,"Please don't take away our flavors. We need them to stop smoking. I understand that the tobacco companies pay you guys a lot of money and that vaping is cutting into that money, but you need to listen to the people on this one.",flavors,Negative,Negative,Negative
FDA-2019-N-2854,FDA-2019-N-2854-0804,The PMTA as it stands will kill small businesses and especially Veteran Small Businesses. ENDS have saved millions of ex-smokers and should not be limited by specific flavors or entrusted to large corporations who can afford the current PMTA requirements for Nicotine Eliquid.,small businesses,Negative,Negative,Negative
